t;vds;corrente;vg;RES_MED
0.03962;0.0192635;0.0509537;0.051446;1890.294522
0.03964;0.0193672;0.050122;0.0317097;1932.005906
0.03966;0.0192452;0.048588;0.0115568;1980.447847
0.03968;0.0194112;0.0542827;-0.00819546;1787.972964
0.0397;0.0193138;0.0553253;-0.0277879;1745.476301
0.03972;0.0193473;0.0521675;-0.0482127;1854.34418
0.03974;0.019155;0.0572514;-0.068253;1672.884855
0.03976;0.0193752;0.0592929;-0.0884221;1633.854981
0.03978;0.0193426;0.0579557;-0.106926;1668.740089
0.0398;0.0193744;0.0579537;-0.127206;1671.541248
0.03982;0.0193226;0.0585626;-0.147407;1649.738912
0.03984;0.019384;0.0588571;-0.167318;1646.700228
0.03986;0.0191718;0.0618835;-0.185296;1549.023568
0.03988;0.0192819;0.0613881;-0.191104;1570.491675
0.0399;0.0192779;0.0648582;-0.173833;1486.157494
0.03992;0.0192412;0.0609125;-0.153041;1579.413093
0.03994;0.0192093;0.0575518;-0.133785;1668.870478
0.03996;0.0194494;0.062178;-0.112929;1564.009778
0.03998;0.0193648;0.0571678;-0.0936711;1693.680708
